,Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
4471,H16101,2015,1.0,0,V,N,O,R,3668.0,2,2007.0,3,69131,0.0
4472,H19850,2016,0.846994536,0,V,N,O,R,440.0,2,1600.0,3,69136,0.0
4473,H12738,2014,1.0,0,N,V,V,U,650.0,2,1988.0,   .,69141,1.0
4474,H6382,2015,1.0,0,V,V,V,U,284.0,2,1960.0,   .,69149,1.0
4475,H2160,2012,1.0,0,V,N,O,R,3100.0,2,1980.0,5,69189,0.0
4476,H1350,2014,1.0,1,V,V,V,U,285.0,2,,   .,69201,0.0
4477,H1351,2015,1.0,1,V,V,V,U,285.0,2,,   .,69201,0.0
4478,H16426,2016,0.99726776,0,V,N,O,R,11900.0,2,1970.0,>=10,69202,1.0
4479,H1694,2012,1.0,1,V,V,V,U,1579.0,2,1988.0,   .,69202,1.0
4480,H17167,2012,1.0,1,V,N,O,R,6890.0,2,1973.0,7,69202,1.0
4481,H201,2014,1.0,0,V,V,V,U,720.0,2,1960.0,   .,69202,0.0
4482,H16876,2013,1.0,1,V,N,O,R,2950.0,2,2010.0,4,69238,0.0
4483,H12801,2012,1.0,1,N,V,V,U,3947.0,2,1988.0,   .,69241,0.0
4484,H12802,2014,1.0,1,N,V,V,U,3947.0,2,1988.0,   .,69241,1.0
4485,H5984,2012,1.0,1,V,V,V,U,250.0,2,,   .,69243,0.0
4486,H16638,2014,1.0,0,V,N,O,R,4953.0,2,1998.0,4,69244,1.0
4487,H18555,2016,0.967213115,1,V,N,O,R,8382.0,2,2012.0,4,69244,0.0
4488,H18749,2012,0.300546448,1,V,N,O,R,2414.0,2,2012.0,4,69244,0.0
4489,H18750,2014,1.0,1,V,N,O,R,2414.0,2,2012.0,4,69244,0.0
4490,H18192,2012,0.836065574,0,V,N,O,R,3728.0,2,1980.0,4,69250,1.0
4491,H18117,2012,1.0,1,V,N,O,R,6036.0,2,2011.0,3,69256,0.0
4492,H1989,2012,1.0,0,V,N,O,R,810.0,2,1960.0,3,69256,0.0
4493,H2946,2012,1.0,0,V,N,O,R,2400.0,2,1989.0,5,69259,0.0
4494,H32,2013,1.0,0,N,V,V,U,1465.0,2,1960.0,   .,69259,1.0
4495,H7136,2012,0.74863388,0,V,V,V,U,1032.0,2,1960.0,   .,69259,0.0
4496,H1700,2012,1.0,1,V,V,V,U,642.0,2,,   .,69260,0.0
4497,H1701,2014,1.0,1,V,V,V,U,642.0,2,,   .,69260,0.0
4498,H5400,2013,1.0,1,V,V,V,U,605.0,2,,   .,69264,0.0
4499,H5568,2013,1.0,1,V,V,V,U,1105.0,2,,   .,69264,0.0
4500,H6111,2013,1.0,1,V,V,V,U,160.0,2,1960.0,   .,69264,0.0
4501,H15201,2012,1.0,1,V,N,O,R,12473.0,2,1959.0,>=10,69266,0.0
4502,H16109,2012,1.0,1,V,N,O,R,253.0,2,1980.0,1,69266,0.0
4503,H16160,2013,0.284931507,1,V,N,O,R,234.0,2,2010.0,1,69266,0.0
4504,H16515,2015,0.98630137,1,V,N,O,R,3933.0,2,2009.0,5,69266,0.0
4505,H16516,2016,0.967213115,1,V,N,O,R,3933.0,2,2009.0,5,69266,0.0
4506,H17319,2012,1.0,1,V,N,O,R,480.0,2,1969.0,3,69266,0.0
4507,H18294,2014,1.0,1,V,N,O,R,5200.0,2,1980.0,9,69266,1.0
4508,H5428,2015,1.0,0,V,V,V,U,644.0,2,1960.0,   .,69266,0.0
4509,H5994,2015,1.0,0,V,N,O,R,550.0,2,1930.0,3,69266,0.0
4510,H5995,2016,0.99726776,0,V,N,O,R,550.0,2,1930.0,3,69266,0.0
4511,H1686,2013,1.0,1,V,V,V,U,330.0,2,,   .,69275,0.0
4512,H30,2014,1.0,0,V,N,O,R,960.0,2,1979.0,2,69278,0.0
4513,H18828,2014,1.0,1,V,N,O,R,5833.0,2,2012.0,4,69282,0.0
4514,H18829,2015,0.983561644,1,V,N,O,R,5833.0,2,2012.0,4,69282,1.0
4515,H3994,2013,1.0,0,N,V,V,U,19495.0,2,1980.0,   .,69290,1.0
4516,H13475,2013,0.580821918,0,N,V,V,U,3600.0,2,1988.0,   .,69294,1.0
4517,H18811,2016,0.99726776,1,V,N,O,R,1128.0,2,1993.0,3,69294,0.0
4518,H4559,2012,0.838797814,0,V,V,V,U,1360.0,2,1960.0,   .,69294,0.0
4519,H33,2012,1.0,0,V,V,V,U,580.0,2,1960.0,   .,69297,0.0
4520,H34,2013,1.0,0,V,V,V,U,580.0,2,1960.0,   .,69297,0.0
4521,H35,2014,1.0,0,V,V,V,U,580.0,2,1960.0,   .,69297,0.0
4522,H3503,2013,1.0,0,N,V,V,U,2478.0,2,1988.0,   .,69297,1.0
4523,H5987,2012,1.0,1,V,V,V,U,2400.0,2,,   .,69381,0.0
4524,H5305,2012,1.0,0,N,V,V,U,2100.0,2,,   .,69382,1.0
4525,H13916,2012,1.0,0,N,V,V,U,467.0,2,1960.0,   .,69383,1.0
4526,H13917,2014,0.15890411,0,N,V,V,U,467.0,2,1960.0,   .,69383,1.0
4527,H1697,2012,1.0,1,V,V,V,U,260.0,2,,   .,69383,0.0
4528,H5122,2013,0.534246575,0,V,N,O,R,390.0,2,1950.0,3,69383,0.0
4529,H5976,2012,1.0,1,V,N,O,R,255.0,2,1900.0,4,69383,0.0
4530,H1689,2013,1.0,1,V,V,V,U,110.0,2,,   .,69385,0.0
4531,H17815,2013,1.0,0,V,N,O,R,10600.0,2,1986.0,5,69385,1.0
4532,H17816,2015,1.0,0,V,N,O,R,10600.0,2,1986.0,5,69385,0.0
4533,H4351,2012,1.0,0,V,V,V,U,1200.0,2,1960.0,   .,69385,0.0
4534,H4352,2013,1.0,0,V,V,V,U,1200.0,2,1960.0,   .,69385,0.0
4535,H1681,2014,1.0,1,V,N,O,R,1975.0,2,1959.0,8,69386,0.0
4536,H1682,2015,1.0,1,V,N,O,R,1975.0,2,1959.0,8,69386,0.0
4537,H17351,2015,1.0,1,V,N,O,R,2050.0,2,1923.0,8,69386,0.0
4538,H5990,2015,1.0,1,V,V,V,U,1290.0,2,,   .,69386,0.0
4539,H17660,2013,0.745205479,1,V,N,O,R,1799.0,2,2004.0,6,69387,1.0
4540,H18359,2016,1.0,0,V,N,O,R,450.0,2,1970.0,3,69387,0.0
4541,H18526,2015,1.0,1,V,N,O,R,872.0,2,1950.0,4,69388,0.0
4542,H4956,2015,1.0,1,V,V,V,U,473.0,2,1960.0,   .,69388,0.0
4543,H4957,2016,1.0,1,V,V,V,U,473.0,2,1960.0,   .,69388,1.0
4544,H5085,2012,1.0,0,N,V,V,U,500.0,2,1960.0,   .,69389,0.0
4545,H6871,2014,0.495890411,0,N,V,V,U,1740.0,2,1980.0,   .,70285,1.0
4546,H3869,2013,0.164383562,0,V,V,V,U,495.0,1,1960.0,   .,71076,0.0
4547,H528,2013,1.0,0,V,N,O,R,636.0,1,1950.0,3,71153,0.0
4548,H4110,2012,1.0,0,V,V,V,U,608.0,1,1960.0,   .,71270,0.0
4549,H5088,2016,0.994535519,0,V,N,O,R,2752.0,1,1948.0,4,71270,0.0
4550,H5291,2012,1.0,0,N,V,V,U,1250.0,1,1960.0,   .,71270,0.0
4551,H5292,2013,1.0,0,N,V,V,U,1250.0,1,1960.0,   .,71270,0.0
4552,H5293,2014,1.0,0,N,V,V,U,1250.0,1,1960.0,   .,71270,1.0
4553,H6840,2012,1.0,0,V,V,V,U,1200.0,1,1960.0,   .,71270,0.0
4554,H6841,2012,1.0,0,V,V,V,U,1900.0,1,1960.0,   .,71270,0.0
4555,H12892,2013,1.0,0,N,V,V,U,132.0,1,1960.0,   .,71378,0.0
4556,H13217,2012,1.0,0,N,V,V,U,4260.0,1,1980.0,   .,71543,1.0
4557,H14696,2012,1.0,0,N,V,V,U,970.0,1,1980.0,   .,71543,0.0
4558,H387,2012,1.0,0,V,V,V,U,2940.0,1,1980.0,   .,72132,0.0
4559,H18598,2015,0.657534247,0,V,N,O,R,170.0,1,1900.0,2,72181,0.0
4560,H18019,2012,1.0,0,V,N,O,R,530.0,1,2009.0,3,73003,0.0
4561,H18020,2014,1.0,0,V,N,O,R,530.0,1,2009.0,3,73003,0.0
4562,H6698,2016,0.99726776,0,N,V,V,U,2120.0,1,1980.0,   .,73003,0.0
4563,H6699,2015,1.0,0,N,V,V,U,2210.0,1,1980.0,   .,73003,0.0
4564,H2154,2016,0.99726776,0,V,V,V,U,2140.0,1,1980.0,   .,73004,1.0
4565,H2363,2013,1.0,0,V,V,V,U,1016.0,1,1980.0,   .,73006,0.0
4566,H13417,2012,1.0,1,V,N,O,R,436.0,1,1950.0,4,73008,0.0
4567,H2915,2014,1.0,0,V,V,V,U,450.0,1,1988.0,   .,73008,0.0
4568,H510,2013,1.0,0,V,V,V,U,500.0,1,1960.0,   .,73008,0.0
4569,H15639,2013,1.0,0,V,N,O,R,568.0,1,1972.0,4,73011,0.0
4570,H15640,2014,1.0,0,V,N,O,R,568.0,1,1972.0,4,73011,0.0
4571,H17243,2015,1.0,0,V,N,O,R,2310.0,1,2011.0,5,73011,0.0
4572,H19859,2016,0.890710383,0,V,N,O,R,3700.0,1,2007.0,6,73011,1.0
4573,H5504,2016,1.0,0,N,V,V,U,900.0,1,,   .,73011,1.0
4574,H6207,2013,1.0,0,V,V,V,U,3100.0,1,1988.0,   .,73013,0.0
4575,H6208,2015,1.0,0,V,V,V,U,3100.0,1,1988.0,   .,73013,0.0
4576,H17994,2013,1.0,0,V,N,O,R,3000.0,1,1983.0,5,73015,1.0
4577,H3915,2013,1.0,0,V,N,,R,760.0,1,1969.0,4,73015,0.0
4578,H6989,2013,1.0,1,V,N,O,R,211.0,1,1920.0,3,73015,1.0
4579,H17197,2012,1.0,1,V,N,O,R,1200.0,1,1957.0,4,73021,0.0
4580,H6127,2013,1.0,0,V,V,V,U,1129.0,1,1960.0,   .,73029,0.0
4581,H16898,2015,1.0,1,V,N,O,R,6025.0,1,2010.0,5,73054,0.0
4582,H6458,2012,1.0,0,V,V,V,U,230.0,1,1980.0,   .,73054,0.0
4583,H13103,2014,1.0,0,V,N,O,R,2850.0,1,1960.0,>=10,73065,0.0
4584,H13104,2016,0.99726776,0,V,N,O,R,2850.0,1,1960.0,>=10,73065,0.0
4585,H13264,2012,1.0,0,N,V,V,U,2555.0,1,1960.0,   .,73065,0.0
4586,H13265,2013,1.0,0,N,V,V,U,2555.0,1,1960.0,   .,73065,0.0
4587,H19991,2016,0.00273224,0,V,N,O,R,4760.0,1,1980.0,6,73065,0.0
4588,H2185,2016,1.0,0,N,V,V,U,2075.0,1,1988.0,   .,73065,0.0
4589,H2431,2012,1.0,0,V,V,V,U,450.0,1,1960.0,   .,73065,0.0
4590,H4742,2016,0.99726776,0,V,V,V,U,1010.0,1,1960.0,   .,73065,1.0
4591,H4905,2013,1.0,0,V,V,V,U,1121.0,1,1988.0,   .,73065,0.0
4592,H5194,2013,1.0,0,V,V,V,U,3564.0,1,1988.0,   .,73065,1.0
4593,H5262,2012,1.0,0,V,V,V,U,3000.0,1,1988.0,   .,73065,1.0
4594,H5263,2015,1.0,0,V,V,V,U,3000.0,1,1988.0,   .,73065,1.0
4595,H6986,2015,1.0,0,N,V,V,U,1332.0,1,1988.0,   .,73065,1.0
4596,H349,2012,1.0,0,V,V,V,U,400.0,1,1980.0,   .,73071,0.0
4597,H6410,2016,1.0,0,V,V,V,U,1922.0,1,1988.0,   .,73087,0.0
4598,H6588,2012,1.0,0,N,V,V,U,215.0,1,,   .,73088,0.0
4599,H6589,2013,0.805479452,0,N,V,V,U,215.0,1,,   .,73088,0.0
4600,H1605,2016,0.99726776,0,V,N,O,R,2417.0,1,1993.0,4,73094,0.0
4601,H7206,2016,0.99726776,0,V,V,V,U,600.0,1,1988.0,   .,73099,0.0
4602,H4015,2012,1.0,0,V,V,V,U,1387.0,1,1988.0,   .,73103,1.0
4603,H18151,2015,1.0,0,V,N,O,R,290.0,1,1960.0,3,73116,0.0
4604,H18152,2016,1.0,0,V,N,O,R,290.0,1,1960.0,3,73116,0.0
4605,H19379,2014,0.975342466,0,V,N,O,R,490.0,1,1958.0,4,73116,0.0
4606,H18783,2014,1.0,0,V,N,O,R,2056.0,1,2005.0,5,73128,0.0
4607,H4824,2015,1.0,0,V,V,V,U,550.0,1,1988.0,   .,73132,0.0
4608,H6037,2013,1.0,0,V,V,V,U,3280.0,1,1988.0,   .,73132,0.0
4609,H7445,2013,1.0,0,N,V,V,U,611.0,1,1980.0,   .,73132,0.0
4610,H5435,2014,0.545205479,0,V,V,V,U,216.0,1,1988.0,   .,73137,0.0
4611,H5436,2014,0.545205479,0,V,V,V,U,2220.0,1,1988.0,   .,73137,0.0
4612,H5535,2013,1.0,0,V,V,V,U,1962.0,1,1988.0,   .,73137,1.0
4613,H5536,2014,0.545205479,0,V,V,V,U,227.0,1,1988.0,   .,73137,0.0
4614,H17445,2013,1.0,1,V,N,O,R,8500.0,1,2005.0,4,73143,0.0
4615,H19704,2015,0.917808219,0,V,N,O,R,462.0,1,1980.0,3,73150,0.0
4616,H13800,2014,1.0,1,V,N,O,R,1912.0,1,2008.0,6,73176,0.0
4617,H15474,2013,1.0,0,V,N,O,R,5331.0,1,2001.0,8,73179,1.0
4618,H15475,2014,1.0,0,V,N,O,R,5331.0,1,2001.0,8,73179,0.0
4619,H2186,2016,1.0,0,V,V,V,U,4903.0,1,1980.0,   .,73179,0.0
4620,H2313,2014,1.0,0,V,V,V,U,4903.0,1,1980.0,   .,73179,0.0
4621,H2454,2013,0.0,0,V,V,V,U,369.0,1,1980.0,   .,73179,0.0
4622,H2455,2013,0.0,0,V,V,V,U,323.0,1,1980.0,   .,73179,0.0
4623,H4563,2016,1.0,0,N,V,V,U,1430.0,1,1960.0,   .,73186,0.0
4624,H3621,2015,1.0,0,V,V,V,U,3490.0,1,,   .,73198,0.0
4625,H18164,2013,1.0,0,V,N,O,R,7678.0,1,1994.0,6,73222,1.0
4626,H18165,2016,1.0,0,V,N,O,R,7678.0,1,1994.0,6,73222,0.0
4627,H13039,2014,1.0,0,N,V,V,U,635.0,1,1960.0,   .,73248,0.0
4628,H4369,2015,1.0,0,N,V,V,U,2478.0,1,1960.0,   .,73248,0.0
4629,H4370,2016,0.994535519,0,N,V,V,U,2478.0,1,1960.0,   .,73248,1.0
4630,H15818,2015,1.0,0,V,N,O,R,160.0,1,2009.0,2,73257,0.0
4631,H18081,2012,1.0,0,V,N,O,R,745.0,1,2008.0,3,73263,1.0
4632,H4100,2016,0.99726776,0,N,V,V,U,1468.0,1,1988.0,   .,73285,0.0
4633,H1576,2013,0.953424658,1,N,V,V,U,1180.0,1,,   .,73296,0.0
4634,H15129,2016,1.0,0,V,N,O,R,3826.0,1,2009.0,5,73303,0.0
4635,H13410,2013,1.0,1,N,V,V,U,1300.0,1,1988.0,   .,73304,0.0
4636,H13411,2014,1.0,1,N,V,V,U,1300.0,1,1988.0,   .,73304,0.0
4637,H1517,2012,1.0,1,V,V,V,U,3858.0,1,,   .,73304,0.0
4638,H1933,2012,0.74863388,1,V,V,V,U,1914.0,1,,   .,73304,0.0
4639,H18692,2015,1.0,1,V,N,O,R,1332.0,1,2006.0,3,73306,1.0
4640,H13015,2014,1.0,0,N,V,V,U,10648.0,1,1988.0,   .,73317,1.0
4641,H13016,2015,1.0,0,N,V,V,U,10648.0,1,1988.0,   .,73317,1.0
4642,H3974,2013,1.0,0,V,V,V,U,2500.0,1,,   .,73317,1.0
4643,H6230,2012,1.0,0,V,V,V,U,2250.0,1,1988.0,   .,73317,0.0
4644,H6231,2013,1.0,0,V,V,V,U,2250.0,1,1988.0,   .,73317,0.0
4645,H13170,2015,1.0,0,N,V,V,U,2000.0,1,1980.0,   .,73920,0.0
4646,H1577,2013,1.0,1,V,V,V,U,850.0,1,,   .,73920,0.0
4647,H6244,2014,1.0,0,V,V,V,U,975.0,1,,   .,73920,0.0
4648,H16935,2016,0.99726776,0,V,N,O,R,840.0,1,1984.0,4,74001,0.0
4649,H13093,2014,0.665753425,0,N,V,V,U,2250.0,1,1988.0,   .,74010,0.0
4650,H13309,2012,1.0,0,N,V,V,U,306.0,1,1960.0,   .,74010,0.0
4651,H17704,2012,1.0,0,V,N,O,R,732.0,1,1964.0,1,74010,0.0
4652,H18314,2013,1.0,1,V,N,O,R,6700.0,1,2011.0,7,74010,0.0
4653,H18315,2016,0.99726776,1,V,N,O,R,6700.0,1,2011.0,7,74010,0.0
4654,H18571,2015,1.0,1,V,N,O,R,620.0,1,1930.0,4,74010,0.0
4655,H19202,2013,0.709589041,0,V,N,O,R,905.0,1,2013.0,3,74010,0.0
4656,H1996,2013,1.0,1,V,N,O,R,1846.0,1,1962.0,6,74010,0.0
4657,H1997,2014,1.0,1,V,N,O,R,1846.0,1,1962.0,6,74010,0.0
4658,H2248,2014,1.0,0,V,V,V,U,800.0,1,,   .,74010,0.0
4659,H2998,2012,1.0,1,V,N,O,R,4895.0,1,1980.0,7,74010,1.0
4660,H4139,2012,1.0,0,V,V,V,U,3767.0,1,1980.0,   .,74010,0.0
4661,H4145,2013,1.0,0,V,V,V,U,7823.0,1,1980.0,   .,74010,0.0
4662,H4159,2013,1.0,0,V,N,O,R,765.0,1,1850.0,4,74010,0.0
4663,H4160,2015,1.0,0,V,N,O,R,765.0,1,1850.0,4,74010,0.0
4664,H17759,2016,0.99726776,0,V,N,O,R,9432.0,1,1960.0,8,74011,1.0
4665,H19903,2016,0.510928962,0,V,N,O,R,500.0,1,1950.0,2,74011,0.0
4666,H2009,2016,1.0,1,V,N,O,R,1836.0,1,1999.0,3,74011,0.0
4667,H7305,2015,1.0,0,N,V,V,U,1600.0,1,1960.0,   .,74011,1.0
4668,H12631,2016,0.99726776,0,N,V,V,U,3011.0,1,1988.0,   .,74012,0.0
4669,H12664,2013,1.0,0,N,V,V,U,6850.0,1,1988.0,   .,74012,0.0
4670,H12969,2015,1.0,0,N,V,V,U,6800.0,1,1988.0,   .,74012,1.0
4671,H14639,2013,1.0,0,N,V,V,U,4300.0,1,1988.0,   .,74012,1.0
4672,H14640,2016,0.99726776,0,N,V,V,U,4300.0,1,1988.0,   .,74012,0.0
4673,H15235,2015,1.0,1,V,N,O,R,3245.0,1,2008.0,7,74012,0.0
4674,H15811,2015,1.0,1,V,N,O,R,4395.0,1,2009.0,5,74012,0.0
4675,H15941,2014,1.0,0,V,N,O,R,4172.0,1,1989.0,3,74012,0.0
4676,H16178,2016,1.0,0,V,N,O,R,3018.0,1,1960.0,5,74012,1.0
4677,H16242,2012,1.0,0,V,N,O,R,352.0,1,2000.0,2,74012,1.0
4678,H17132,2013,1.0,0,V,N,O,R,4251.0,1,2007.0,6,74012,0.0
4679,H18333,2013,1.0,0,V,N,O,R,500.0,1,1924.0,5,74012,0.0
4680,H18365,2012,0.879781421,0,V,N,O,R,5640.0,1,2012.0,7,74012,0.0
4681,H18366,2015,1.0,0,V,N,O,R,5640.0,1,2012.0,7,74012,0.0
4682,H18387,2013,1.0,0,V,N,O,R,2220.0,1,2012.0,4,74012,1.0
4683,H5081,2013,1.0,0,V,V,V,U,2913.0,1,1988.0,   .,74012,0.0
4684,H5729,2016,0.99726776,0,V,N,O,R,3550.0,1,1965.0,7,74012,0.0
4685,H5765,2013,1.0,0,V,N,O,R,1000.0,1,1980.0,4,74012,0.0
4686,H15351,2013,1.0,1,V,N,O,R,2658.0,1,2006.0,5,74014,0.0
4687,H15352,2016,0.99726776,1,V,N,O,R,2658.0,1,2006.0,5,74014,0.0
4688,H15534,2014,1.0,0,V,N,O,R,2450.0,1,2009.0,3,74016,0.0
4689,H16172,2016,1.0,1,V,N,O,R,5140.0,1,2008.0,2,74016,0.0
4690,H17031,2013,1.0,0,V,N,O,R,2143.0,1,2000.0,3,74016,0.0
4691,H15518,2012,1.0,0,V,N,O,R,1540.0,1,2009.0,4,74018,0.0
4692,H15519,2014,1.0,0,V,N,O,R,1540.0,1,2009.0,4,74018,0.0
4693,H15520,2016,0.99726776,0,V,N,O,R,1540.0,1,2009.0,4,74018,1.0
4694,H13882,2016,0.99726776,0,N,V,V,U,1100.0,1,1988.0,   .,74033,0.0
4695,H19897,2016,1.0,1,V,N,O,R,3992.0,1,1980.0,4,74033,0.0
4696,H16688,2014,1.0,0,V,N,O,R,3000.0,1,2010.0,4,74040,0.0
4697,H12701,2012,1.0,0,N,V,V,U,3142.0,1,1988.0,   .,74042,0.0
4698,H12702,2014,1.0,0,N,V,V,U,3142.0,1,1988.0,   .,74042,0.0
4699,H13191,2014,1.0,1,V,N,O,R,1932.0,1,2006.0,4,74042,0.0
4700,H13192,2015,1.0,1,V,N,O,R,1932.0,1,2006.0,4,74042,0.0
4701,H15102,2014,1.0,1,N,V,V,U,1800.0,1,1988.0,   .,74042,0.0
4702,H15103,2015,1.0,1,N,V,V,U,1800.0,1,1988.0,   .,74042,0.0
4703,H4926,2012,1.0,0,V,V,V,U,725.0,1,,   .,74042,0.0
4704,H5350,2015,1.0,0,V,N,O,R,1025.0,1,1960.0,5,74042,0.0
4705,H5380,2013,1.0,0,V,V,V,U,1092.0,1,,   .,74042,0.0
4706,H5381,2014,1.0,0,V,V,V,U,1092.0,1,,   .,74042,0.0
4707,H12931,2014,1.0,0,N,V,V,U,954.0,1,1988.0,   .,74043,0.0
4708,H12914,2012,1.0,0,N,V,V,U,940.0,1,1988.0,   .,74056,0.0
4709,H12915,2015,1.0,0,N,V,V,U,940.0,1,1988.0,   .,74056,0.0
4710,H18534,2012,1.0,1,V,N,O,R,1025.0,1,2011.0,5,74056,1.0
4711,H18747,2013,1.0,0,V,N,O,R,350.0,1,1951.0,3,74056,0.0
4712,H18748,2015,1.0,0,V,N,O,R,350.0,1,1951.0,3,74056,0.0
4713,H1877,2012,1.0,0,V,N,O,R,520.0,1,1965.0,4,74056,0.0
4714,H1898,2014,1.0,0,V,N,O,R,448.0,1,1955.0,3,74056,0.0
4715,H1899,2015,1.0,0,V,N,O,R,448.0,1,1955.0,3,74056,0.0
4716,H19048,2012,0.049180328,0,V,N,O,R,2690.0,1,2012.0,3,74056,0.0
4717,H19252,2014,1.0,0,V,N,O,R,3020.0,1,1963.0,5,74056,0.0
4718,H4151,2014,1.0,0,V,V,V,U,5214.0,1,1980.0,   .,74056,0.0
4719,H4152,2015,1.0,0,V,V,V,U,5214.0,1,1980.0,   .,74056,0.0
4720,H4306,2013,1.0,0,V,V,V,U,1320.0,1,1988.0,   .,74056,0.0
4721,H4384,2014,0.747945205,0,V,V,V,U,5800.0,1,1988.0,   .,74056,0.0
4722,H5104,2013,1.0,0,V,V,V,U,1062.0,1,1988.0,   .,74056,0.0
4723,H5563,2014,1.0,1,V,N,O,R,2080.0,1,1980.0,3,74056,0.0
4724,H6302,2013,1.0,0,V,V,V,U,1250.0,1,1988.0,   .,74056,0.0
4725,H12800,2016,0.99726776,0,N,V,V,U,2000.0,1,1980.0,   .,74058,0.0
4726,H1533,2012,1.0,1,V,N,O,R,2073.0,1,1990.0,4,74058,0.0
4727,H1534,2014,1.0,1,V,N,O,R,2073.0,1,1990.0,4,74058,0.0
4728,H19026,2012,0.046448087,0,V,N,O,R,4100.0,1,2012.0,4,74058,0.0
4729,H19898,2016,0.797814208,1,V,N,O,R,600.0,1,1984.0,3,74063,0.0
4730,H19908,2016,1.0,1,V,N,O,R,1190.0,1,1979.0,3,74063,0.0
4731,H19919,2016,1.0,1,V,N,O,R,1100.0,1,1978.0,3,74063,0.0
4732,H12966,2013,1.0,0,N,V,V,U,850.0,1,1980.0,   .,74070,1.0
4733,H1935,2014,1.0,1,V,V,V,U,3335.0,1,1980.0,   .,74081,1.0
4734,H3781,2014,1.0,0,V,V,V,U,1000.0,1,1960.0,   .,74081,0.0
4735,H4142,2015,1.0,0,N,V,V,U,1302.0,1,1988.0,   .,74081,0.0
4736,H6728,2012,1.0,0,V,V,V,U,4858.0,1,1988.0,   .,74082,1.0
4737,H12864,2014,1.0,1,N,V,V,U,520.0,1,1980.0,   .,74083,0.0
4738,H12865,2015,1.0,1,N,V,V,U,520.0,1,1980.0,   .,74083,0.0
4739,H17311,2013,1.0,1,V,N,O,R,2200.0,1,1980.0,5,74083,0.0
4740,H6189,2012,1.0,0,V,N,O,R,300.0,1,1961.0,3,74085,0.0
4741,H16916,2012,1.0,1,V,N,O,R,6950.0,1,2010.0,3,74087,0.0
4742,H16917,2016,0.99726776,1,V,N,O,R,6950.0,1,2010.0,3,74087,1.0
4743,H12994,2012,0.666666667,0,N,V,V,U,4979.0,1,1980.0,   .,74093,1.0
4744,H4037,2012,1.0,0,V,V,V,U,2733.0,1,1980.0,   .,74093,0.0
4745,H4803,2012,1.0,0,V,V,V,U,1862.0,1,1980.0,   .,74093,0.0
4746,H15349,2012,1.0,0,V,N,O,R,5900.0,1,2004.0,3,74094,1.0
4747,H4407,2015,1.0,0,V,V,V,U,724.0,1,1988.0,   .,74094,0.0
4748,H15981,2012,1.0,0,V,N,O,R,421.0,1,1972.0,3,74099,0.0
4749,H14549,2013,1.0,0,V,N,O,R,830.0,1,2008.0,4,74104,0.0
4750,H14575,2012,1.0,0,N,V,V,U,607.0,1,1988.0,   .,74104,0.0
4751,H14790,2015,1.0,0,V,N,O,R,1920.0,1,2008.0,4,74104,0.0
4752,H17589,2013,1.0,1,V,N,O,R,305.0,1,2000.0,3,74104,0.0
4753,H13034,2012,1.0,0,N,V,V,U,5022.0,1,1988.0,   .,74105,1.0
4754,H17897,2016,0.99726776,0,V,N,O,R,3989.0,1,2001.0,6,74119,0.0
4755,H3403,2012,1.0,0,V,V,V,U,700.0,1,1980.0,   .,74119,0.0
4756,H4302,2013,1.0,0,V,V,V,U,1589.0,1,1988.0,   .,74119,0.0
4757,H4303,2014,1.0,0,V,V,V,U,1589.0,1,1988.0,   .,74119,0.0
4758,H12828,2016,0.99726776,0,V,N,O,R,2000.0,1,2007.0,4,74123,0.0
4759,H3143,2012,1.0,0,V,N,O,R,750.0,1,1964.0,3,74133,0.0
4760,H5243,2012,1.0,0,V,N,O,R,5013.0,1,1970.0,7,74133,0.0
4761,H5244,2016,0.99726776,0,V,N,O,R,5013.0,1,1970.0,7,74133,0.0
4762,H18013,2015,1.0,0,V,N,O,R,6000.0,1,2011.0,5,74137,0.0
4763,H7035,2014,1.0,0,N,V,V,U,797.0,1,1960.0,   .,74137,0.0
4764,H4134,2014,1.0,0,V,V,V,U,1002.0,1,1980.0,   .,74140,0.0
4765,H4135,2016,0.99726776,0,V,V,V,U,1002.0,1,1980.0,   .,74140,0.0
4766,H16775,2013,1.0,0,V,N,O,R,2100.0,1,2002.0,4,74143,0.0
4767,H16776,2016,0.99726776,0,V,N,O,R,2100.0,1,2002.0,4,74143,0.0
4768,H5388,2012,1.0,0,V,V,V,U,2100.0,1,1988.0,   .,74143,0.0
4769,H19182,2014,0.246575342,0,V,N,O,R,500.0,1,1996.0,3,74161,0.0
4770,H14445,2014,1.0,0,N,V,V,U,750.0,1,1960.0,   .,74164,0.0
4771,H4680,2012,1.0,0,V,N,O,R,1887.0,1,2000.0,4,74164,1.0
4772,H6267,2012,1.0,0,V,V,V,U,2250.0,1,1988.0,   .,74164,0.0
4773,H5417,2016,1.0,0,N,V,V,U,841.0,1,,   .,74169,0.0
4774,H6304,2013,1.0,0,N,V,V,U,841.0,1,,   .,74169,0.0
4775,H6530,2012,1.0,0,N,V,V,U,746.0,1,,   .,74169,0.0
4776,H14465,2012,1.0,0,N,V,V,U,500.0,1,1980.0,   .,74173,0.0
4777,H14466,2014,1.0,0,N,V,V,U,500.0,1,1980.0,   .,74173,0.0
